NU_INSCRICAO;NU_ANO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;CO_MUNICIPIO_NASCIMENTO;NO_MUNICIPIO_NASCIMENTO;CO_UF_NASCIMENTO;SG_UF_NASCIMENTO;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_SURDEZ;IN_DEFICIENCIA_AUDITIVA;IN_SURDO_CEGUEIRA;IN_DEFICIENCIA_FISICA;IN_DEFICIENCIA_MENTAL;IN_DEFICIT_ATENCAO;IN_DISLEXIA;IN_DISCALCULIA;IN_AUTISMO;IN_VISAO_MONOCULAR;IN_OUTRA_DEF;IN_GESTANTE;IN_LACTANTE;IN_IDOSO;IN_ESTUDA_CLASSE_HOSPITALAR;IN_SEM_RECURSO;IN_BRAILLE;IN_AMPLIADA_24;IN_AMPLIADA_18;IN_LEDOR;IN_ACESSO;IN_TRANSCRICAO;IN_LIBRAS;IN_TEMPO_ADICIONAL;IN_LEITURA_LABIAL;IN_MESA_CADEIRA_RODAS;IN_MESA_CADEIRA_SEPARADA;IN_APOIO_PERNA;IN_GUIA_INTERPRETE;IN_COMPUTADOR;IN_CADEIRA_ESPECIAL;IN_CADEIRA_CANHOTO;IN_CADEIRA_ACOLCHOADA;IN_PROVA_DEITADO;IN_MOBILIARIO_OBESO;IN_LAMINA_OVERLAY;IN_PROTETOR_AURICULAR;IN_MEDIDOR_GLICOSE;IN_MAQUINA_BRAILE;IN_SOROBAN;IN_MARCA_PASSO;IN_SONDA;IN_MEDICAMENTOS;IN_SALA_INDIVIDUAL;IN_SALA_ESPECIAL;IN_SALA_ACOMPANHANTE;IN_MOBILIARIO_ESPECIFICO;IN_MATERIAL_ESPECIFICO;IN_NOME_SOCIAL;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
190001006235;2019;1501402;Belém;15;PA;14;M;1;1;1;1501402;Belém;15;PA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;506;509;514;517;576.1;639.4;596.9;639.4;AECEBCDDEDEEBECCDCBBBABCDEBBDEBECBBDBDCECCCEE;ACACEEBCABCBBDBEAABDEAAECECADCEABDCBCBDBBEACE;EBBAD99999BACBEDEDEBDACDEDEEDEEDDDADBCDAACCAAAABCB;ABADBCEAAEEEDEEBAECAEDEAEDCEEEEACDEEEECEEEEEE;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;160;200;180;160;180;880;E;G;A;D;4;E;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
190001006899;2019;1501402;Belém;15;PA;14;M;1;1;1;1501402;Belém;15;PA;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;506;507;511;517;579.3;634.9;592.6;765.2;AECDABAEEBEBBDCCBABBBEBEBEAEBECB*EADBBCECDCDD;EABC*BABCBCCBCEEEECDCACDEDBCCAAAB*BBADBEBAADB;BDABE99999CCBAAADDBCDAAECAEECECCACAAEBAADDCABDCCDB;AAEDCBEEEBACDDABAECCCDBAEEDBBDCABADCBCCAEDCDA;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;120;120;120;140;80;580;F;F;D;E;6;P;D;D;D;B;B;B;B;B;B;B;A;B;D;B;A;E;B;B;B
190001007937;2019;1504208;Marabá;15;PA;14;F;1;1;1;1504208;Marabá;15;PA;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1504208;Marabá;15;PA;1;1;1;1;506;507;511;517;382;505;528.6;649.7;AEAEACDEEBBEBDCADDABECBECDEDDEEBBADECDEBBCCDC;AEEAB*AEDADDACCBEACAEECCBBBBBABBCACEBCEBDABEB;*BB..99999DCB.ACDBECDABEABEEDCECCABAEBDAADEEDCCCEE;ABCBDBEEBBCCDCCBACCA*DDDCCBECECACEBCAAEBADAEB;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;120;140;120;140;120;640;E;E;D;D;3;G;B;D;D;C;A;B;B;B;A;B;A;A;B;A;B;C;A;C;B
190001008625;2019;1502400;Castanhal;15;PA;13;F;1;3;1;1501402;Belém;15;PA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1502400;Castanhal;15;PA;1;1;1;1;503;509;514;515;450.7;381.1;553.4;443.8;AEADBCBDCCCCBDAEDBEACCCADBBDDBBEEBBDECEACDCCB;ADEBDBDEEDEABCCECAADBBBBEEBABCAEBBBDEADBCDBEE;99999AABDABACBCDECEBDAADBDACABEBDBAECCCADCECCAEEEC;ECADDDACABCDBBDDCDDAADBCBDEEDCACEBCDCBEBACCDC;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;160;120;140;120;80;620;B;D;B;B;4;B;A;A;A;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
190001008806;2019;1502202;Capanema;15;PA;14;M;1;3;1;1502202;Capanema;15;PA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1502202;Capanema;15;PA;1;1;1;1;505;508;512;518;461.8;446.1;522.9;427.1;DABBBDCDDCECBDEDDCDEDA*EDCBCCBDAADEDDEADCDADE;ABAECBEDCDACBABBECAEBDDACEDADBECDAAECBDCECADB;CDABD99999BBABBEBECCCBDDECDCABD*ADDAADDBECAECACEBA;CBACBDDACDEBADBECBCADCCBECDECDAABBCEBEACDBCD.;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;100;120;120;120;120;580;F;E;D;C;4;C;B;C;D;B;A;B;B;A;A;A;A;A;B;A;A;D;A;A;B
190001009003;2019;1501402;Belém;15;PA;14;F;1;3;1;1501402;Belém;15;PA;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;503;510;513;515;395.4;470.8;573.7;533.3;ACADDCDDDCAACBEBDAAAADCAEDCBCABEABCDEEBDDABBC;EADCEEBDEBADDBACCEABDDEBEDBEEBDCAABBCB*ADBEBD;ADBCE99999EBBCACEACECDDADAAAEEEDECDDCBDEBEBCBDBCBB;EEABCDDCABAACDBACBDDAEAABAEDEBCBEAAAEDCACCBED;0;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;120;120;120;100;0;460;F;E;E;F;4;N;D;C;D;B;A;B;C;B;A;B;A;B;C;B;B;D;A;B;B
190001010017;2019;1501501;Benevides;15;PA;14;F;1;3;1;1501402;Belém;15;PA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501501;Benevides;15;PA;1;1;1;1;506;507;511;517;593.4;645.1;606.5;707.8;DEDDADDAECBCDDEDACBBCACEAEABDEBDBDADAAEECBBCC;BABCABABCBDCBCEEEBCACACEEDBCBADBAAECADEDBDAEB;BDABE99999CDBABCABBCDAAECDABCECCACCDE*AAADEECCDEDB;AECABEEEEDABDBEBABCBADCCCEDEBCEACDDCADEBEBCEA;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;160;200;180;180;180;900;G;F;E;D;6;O;D;D;D;C;A;B;A;B;A;A;A;A;C;B;B;E;B;C;B
190001010912;2019;1502152;Canaã dos Carajás;15;PA;14;F;1;3;1;1502152;Canaã dos Carajás;15;PA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1502152;Canaã dos Carajás;15;PA;1;1;1;1;504;508;512;516;404.2;390.5;465.9;485.2;DBCCEEAAAEBCEECBCACDCCEEBBACABCDCEECAACBABBBA;AAACDAECCADBCDABEECBADECDACBCDACDECABBDACED*E;99999BEBABACCBBDDECADCADBEDEACABAECAEDADBCCBEAEADA;DAABBCCADBBCBCBDABBDAEBBACBBAADCCBDEABDCEEABD;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;80;120;120;120;0;440;E;E;B;B;3;D;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;B;A;A;A
190001011273;2019;1504208;Marabá;15;PA;14;F;1;1;1;1504208;Marabá;15;PA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1504208;Marabá;15;PA;1;1;1;1;504;509;514;516;500.3;514.2;528.3;495.7;CBBAEDEECCDDEADABCBDCBBEDDCBBBBBBBDEABDBCADAE;ECBEDBACABCACBBAEBBDDBEBCCDABCABBADCEEDABDABE;99999ACCEBBACDCEADEBEACDEDDBBECDDABBDDCACDCEDCEAAD;BABDEDEAEDBBBECCADDDCBCBAADCAEBCCAABBBBDAEBDC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;120;140;120;160;160;700;D;D;E;E;3;N;A;E;D;B;B;B;A;B;A;A;A;A;C;A;A;D;A;A;A
190001011284;2019;1500800;Ananindeua;15;PA;14;F;1;3;1;1501402;Belém;15;PA;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500800;Ananindeua;15;PA;1;1;1;1;503;510;513;515;535.1;587.3;596.5;546.9;AEECDCEEDDCBDDBCCDBEDEBDBAAEDBDEADEBBCBCECADA;EEECCEDBADBBCBAEEEABAAEACCBECDDDCACADEDBCBACA;99999DAABDABBABCCAEECEDDADAAECACEEDCCEDEBABCEDBECC;DDAECCEACEACADBACEDEDCBBCBDECEACEEECAAACDDCEB;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;160;160;180;200;160;860;D;E;D;D;4;J;A;B;C;B;A;B;A;B;A;B;B;A;C;A;A;C;A;B;B
190001012905;2019;1504208;Marabá;15;PA;14;F;1;3;1;1504208;Marabá;15;PA;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1504208;Marabá;15;PA;1;1;1;1;506;509;514;517;338.6;408.7;539.4;396.6;EDDDCBCEDBADBACBEBABCEAAABEDCDEEAACCDDBBACEAE;BCECCDAEABDEAACDCBAEDCCBBECAEDADACECBBBCDEAEA;99999CABCABEECCDACEBCAADBBABDECDDBEECBCDBCCAEBADEC;BBCBAEECCDCACEDCACBDBBCDCDCAADDBADAEECBDACBBD;1;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;140;80;100;120;120;560;E;E;D;D;5;G;A;C;D;B;A;B;B;B;A;B;A;A;B;A;B;E;A;B;B
190001014802;2019;1501402;Belém;15;PA;14;F;1;3;1;1501402;Belém;15;PA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;505;510;513;518;408.3;558.5;541.2;508.3;BBCBBDCBBDABCBCEECADBDCBDDCDACBDDBAADABECDDBD;CECCDADBADBBABCECCABCAADEDBACADEAACCCADBABDBE;ADBAE99999CECCBCAAAEABCEBDACEAEBDCDCAECCBDEBEDACCC;DBCCBBCACBCDCEBCDACBABEDADCBACBBCACBBECBEBBEC;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;100;120;120;100;160;600;E;G;B;D;4;I;A;D;D;B;A;C;A;B;A;A;A;A;C;A;A;C;A;B;B
190001014977;2019;1506807;Santarém;15;PA;14;M;1;1;1;1506807;Santarém;15;PA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1506807;Santarém;15;PA;0;1;1;0;;509;514;;;435.1;425.2;;;ADCABADCACDDCCC*CADADCBADDBACADECDADEABBBEABD;99999ACDECDACDCBDCADCAB*BEDDBCAABDCCBEAACBDEACCACA;;1;;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;;4;0;0;0;0;0;0;A;G;E;E;3;J;B;D;D;C;A;B;B;B;A;B;A;A;C;A;B;D;A;B;B
190001016253;2019;1504208;Marabá;15;PA;14;F;1;3;1;1504208;Marabá;15;PA;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1504208;Marabá;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;D;D;3;E;A;C;C;B;A;B;B;B;B;A;A;A;C;A;A;D;A;A;B
190001016485;2019;1501402;Belém;15;PA;14;F;1;1;1;1501402;Belém;15;PA;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;505;510;513;518;447.6;554;516.6;588.4;ABCADEBAEEACBDAEBEABBECEBAADAAEEEBDBAAAECBDBD;AEDBBCDBADEEEBABEBDABBEABEBCBECACACDEABBABDEB;99999EADBCBABEBACCBECDDAEEAACCBEEEAADACEBBEEEDACAC;DEBBAECBAEEACCCEECEADBEBCEAECBAAAEADDEBCABCEB;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;120;120;120;120;140;620;E;E;F;D;4;C;A;C;D;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;A
190001017778;2019;1502400;Castanhal;15;PA;14;F;1;3;1;1502400;Castanhal;15;PA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1502400;Castanhal;15;PA;1;1;1;1;505;508;512;518;536;464.3;525.3;523.6;DDDCBCDDDCBEDEADEEBCCAADBACEAEABEDEDEEEEBCAEC;ABCCBDBDDACCDCDACDBECCCEAACCEBCABDDBC.BDB*BAB;99999BECEEEBDBECEEDECAECBCEBBECDEBDAADEDEDBDCEDBED;DECBBBCCABEACD.EEADCCCBD*BBBBDABCBCDDCBECDCED;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;160;40;40;100;0;340;E;F;D;F;3;G;A;C;E;B;C;B;B;A;A;A;A;A;B;A;A;D;A;C;B
190001018035;2019;1500800;Ananindeua;15;PA;14;F;1;1;1;1500800;Ananindeua;15;PA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500800;Ananindeua;15;PA;1;1;1;1;504;508;512;516;518.8;517.1;520.9;366.4;AEDCAEBBECADDDEABECAABDCDBCDAADBCDACBACBDEBDE;DBCCADBEDAACACABBCBABDBEDDCEEDACDBEBCDCAEADBB;99999EDBEBCCABCDBEEBCBDCB*DABCCDCBECBDBEEBDCDACEED;CBADABCBEBDCCBCCBCEECCBDAECADBECCBDBDCCBAEAAC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;120;40;40;100;0;300;E;E;E;B;2;C;A;C;C;B;A;B;A;B;A;A;A;A;B;A;A;C;B;B;B
190001019321;2019;1501402;Belém;15;PA;14;M;1;3;1;1501402;Belém;15;PA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;503;509;514;515;430.5;497.6;506.5;408.7;AAAADCADDCDCECBEBBBABABBDBCDEDCBBACBEABCBABCA;CCABCBDEDBACAAEDEACDBADABEBABBCAADDCACDABAAEB;ABBCD99999BEBBCDCAABBCBCCBEEDECBDEBABBAACDCECCECAC;DBBBACEABDDABDEDDCADEEDEADBBBEECBBDDDBEACBBED;0;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;120;120;80;120;0;440;E;F;B;B;4;C;A;B;A;A;A;B;A;A;A;B;A;A;B;A;A;C;A;B;B
190001020318;2019;1501402;Belém;15;PA;14;F;1;3;1;1501402;Belém;15;PA;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;503;508;512;515;524;461.7;473.4;585.1;EECCDBDECDCBAEBCEBECCACDDBBEABABEDBCEBBCAEADA;AAAEBBDDCCDCBCDBACACCBBABADEBDEDBEEBCBBDACCEB;DBEBA99999ECADBACBADCEEDDEAEBBCADBECDDEDAECCCAAEED;ECDBDDEAAEDCEDAAEBAABEAACCBEAEAEBCCCDEEDACACA;0;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;160;200;180;200;200;940;G;F;E;E;5;Q;D;E;D;C;A;B;A;B;A;B;A;A;E;A;B;E;B;B;B
190001020509;2019;1505536;Parauapebas;15;PA;14;F;1;1;1;1100114;Jaru;11;RO;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1505536;Parauapebas;15;PA;1;1;1;1;505;509;514;518;425.1;444.8;503.6;524.2;BCCABBDEBDBCCEADDCACCCEBDBEDBEABBDEBCEDBCCAEE;ECBCEACDAACEBDCCCCBADDEBBECAEEEEEBDCDEDDCDEDB;ACBAB99999....CCBBABDABDEBABEECCADACECBACECEACBCAC;DDCBBCCCBBDACDEECBBACBEAEBCBCBDBEBDBDEDECCCED;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;120;120;120;140;120;620;E;E;E;D;3;Q;D;D;D;C;B;B;B;B;B;B;A;A;D;B;B;D;A;B;B
190001020708;2019;1501402;Belém;15;PA;13;F;1;1;1;1501402;Belém;15;PA;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;505;509;514;518;448.5;504.8;559;471.5;EBBABDBACDDBBAEEBEADCBADACCCCCDCDAEBDAADEECCE;ABDCDACCDDACBADCEADCBBCBCDBADCCABECACBDDCEADB;EBBAD99999BACCCBBAEBAAADAAADDECDDCBDCDBCBECABDE*BB;DBBEBCCCBCEDBCBEBADBDCEDECCECBACADEDACBDAEBBC;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;140;160;120;120;80;620;H;H;E;E;4;Q;D;E;D;C;A;C;C;B;A;B;A;B;D;A;B;C;B;B;B
